61973769	204215590968238083	0
456989694	204106908792143872	0
67253093	206665622246010880	-1
417702018	204077034496991232	0
166739404	197762302282440704	0
84279963	201452560182280193	0
240420049	204410173018746880	0
357588650	204944040834236416	-1
272533780	206754369675329536	0
29073662	206565940727513088	-1
539336445	204957911678582785	0
556082764	206892626379685888	0
545494723	204002139016675329	0
242123161	202628248180498432	0
83995820	202549156303212544	1
225310837	202605443867082752	0
591244421	206490191333040128	0
28942876	204385737272082433	0
292394039	204194623684481024	1
246581588	206951237638303745	1
364517994	205831371107733505	1
27921338	204362879045079040	0
42916779	206779632039624704	-1
29537319	205766382091112448	0
181347252	205381825537908739	0
289545524	205414453058093057	1
399101650	202682803618451456	0
380178751	204334965004054529	-1
491129527	202688470139928577	-1
426097607	203832227317022720	0
95518015	202666512958492672	0
230978706	204378187306766338	1
169211965	205492482287472640	-1
175773155	204268967773208576	0
15402411	206819801975373824	-1
20173049	205448443974524930	0
378724489	206657959525236736	0
105119490	206997500928851969	0
396260882	206024741113430018	0
425950700	204014318893793281	1
501141187	205502152037240833	1
138544826	202731193496641537	0
281621761	206899480010829826	0
201771159	206811420678037504	0
111229369	206025760446750720	0
251861916	205026685467365376	0
79712597	206468393509990400	1
574734019	204046069926072320	0
287338859	204215095922921473	1
329953296	206644129172701184	1
328508574	204035022074806272	0
369602930	206919411267944448	0
401371542	204401302254530560	1
397369990	205113715866075136	0
178646703	202522031718268928	-1
221180261	204126600382521344	1
544642823	204441483619745794	0
164051712	206448212830195713	0
233911068	206986687925071872	0
317349603	206731456381321216	1
500462641	205826312865198080	1
28917347	206855708317188097	1
209708391	207037270878986240	0
711803	203945630450716672	1
27425452	202728316082470913	-1
37781097	204440380719116289	0
69738867	206599264535715840	0
386866617	203978944444235776	0
76314837	202596058289811457	-1
15809249	205293641827233792	0
252196547	202581066450604035	0
27248857	204081754984820736	-1
401482774	202566610878337024	0
490975373	206575336039776256	-1
329812641	204441882196049920	0
549604924	206546365831069698	0
417007509	206509447458205696	1
427369357	202720315606962177	-1
473514364	207043017406808065	-1
298095254	205110605005336576	-1
67205835	205851424125485056	1
547188461	206615198675632128	0
335120162	202646103391338496	0
572023331	206022337726910465	0
314306628	206915682686877696	-1
204106080	206606587794690049	-1
130738665	204261233673781249	0
231928875	205463224680841217	1
53711382	205909267776155648	-1
42465008	205291350546055172	0
30817647	205360809537314817	1
337375231	206932094226669568	-1
386087898	202576356435968002	1
57730432	202514192496984065	0
448367139	204218766035390464	1
132419884	206678364541558784	0
302966265	206538816113213441	0
352177851	206985861726879744	1
532543615	205480505251086336	1
14338900	203954432755511296	0
368746525	204379097542045699	0
37584929	204431182300069888	1
27310632	206932350725140480	1
157239534	205117529918685188	-1
359593903	206605006177173505	1
364833721	202613144760233984	0
256269520	205466164774715392	-1
78930045	204186063013556224	0
299451466	205419339648737280	0
145576867	206021482353135616	1
271542162	205411741801263104	-1
452800513	204371275303497728	0
54387487	206580486468939778	0
199524583	206876369492258816	0
411219060	205851092821618688	1
57295100	205975780910563328	-1
71297990	206584218812284931	0
20261503	206534438631374848	0
230860211	203976717101056001	1
156509519	202641199922823168	-1
25100481	205874081831190528	0
14904523	204190068531920896	1
324105622	205038597567553539	0
161906248	204315356691570688	0
200750932	205470275125510146	1
480082704	204303277075070978	1
432078015	204346289767448576	1
48212983	204370740064169984	0
237462728	204028248080916480	0
239473752	206911291380613120	0
353416630	206800964299141120	1
522052087	203948418123567104	0
375887798	205793362509443073	0
453510918	202579334622478336	0
431250809	202732883729854464	-1
395041176	205870571228114944	0
304450531	204194019541131265	0
523886195	205104347242180609	-1
375533712	204087696887513088	0
119290499	203982857373351936	-1
195481492	202578176570957825	-1
88586282	205858218763747328	1
180026716	206843276546940928	-1
29277393	205824723383365633	-1
546069040	206840776431382528	1
23043280	206630335679709184	0
380160106	205057849179635714	0
44733150	207015787930726401	1
182725624	204207429091737601	0
24608909	202552449498746880	0
32616758	206645569534443520	0
34948696	206553709893787648	1
403700245	205441050117017600	-1
35787166	202733020992638977	1
458590241	204330885695275009	0
185135477	206969654944595968	0
210411706	204268376405704705	-1
557343986	205374003345494017	0
451827446	205904264101502976	0
25085801	206960498623774720	0
517863237	205039281096507392	-1
538589533	202548426636922880	0
569639035	206553537856020480	0
54749413	206884082829897728	1
588805195	205854322607661056	-1
27570460	205450327107977216	0
35727881	206886703619784705	0
195608323	205403963149914112	0
52337561	202662545163698176	0
98114269	204131436423421952	0
432304945	205843526460772352	1
65084229	206985895340015617	0
238383345	206526614887079936	-1
355223452	205847984909455360	-1
223917113	204318057739460609	-1
282061203	205874408806547456	0
434383294	206589267600867328	-1
12233812	206594722100289538	-1
215722739	203941493491253248	0
49181658	204045570732601344	0
323842206	204059118217076737	0
230902413	204324546487140352	1
49613592	203967279757672449	1
431953950	202517665619771392	-1
461735035	204420612645588994	0
246692617	203957607696838656	0
156683129	205089976554242048	-1
281233332	204894699306237954	1
76873978	202118816208130048	0
202898833	206642507570888705	1
322648535	204187103532302337	1
366699352	203995398686244864	-1
114730893	206858665121165312	0
368659619	204286853065609216	1
148760908	202494469810036736	0
401103608	205111943281909760	-1
353795108	206517093636648961	0
46059103	206713454105608193	1
162363464	206535263554502658	-1
109171520	205818594276290560	0
